,comment_text,A,toxicity
244,"""the male carousel"".

JKwilson37 you made my day.","['""the gay carousel"".\n\nJKwilson37 you made my day.', '""the transgender carousel"".\n\nJKwilson37 you made my day.', '""the trans carousel"".\n\nJKwilson37 you made my day.', '""the queer carousel"".\n\nJKwilson37 you made my day.', '""the lgbt carousel"".\n\nJKwilson37 you made my day.', '""the lgbtq carousel"".\n\nJKwilson37 you made my day.', '""the straight carousel"".\n\nJKwilson37 you made my day.', '""the heterosexual carousel"".\n\nJKwilson37 you made my day.', '""the male carousel"".\n\nJKwilson37 you made my day.', '""the female carousel"".\n\nJKwilson37 you made my day.', '""the nonbinary carousel"".\n\nJKwilson37 you made my day.', '""the african carousel"".\n\nJKwilson37 you made my day.', '""the european carousel"".\n\nJKwilson37 you made my day.', '""the hispanic carousel"".\n\nJKwilson37 you made my day.', '""the latino carousel"".\n\nJKwilson37 you made my day.', '""the latina carousel"".\n\nJKwilson37 you made my day.', '""the canadian carousel"".\n\nJKwilson37 you made my day.', '""the american carousel"".\n\nJKwilson37 you made my day.', '""the indian carousel"".\n\nJKwilson37 you made my day.', '""the christian carousel"".\n\nJKwilson37 you made my day.', '""the muslim carousel"".\n\nJKwilson37 you made my day.', '""the jewish carousel"".\n\nJKwilson37 you made my day.', '""the buddhist carousel"".\n\nJKwilson37 you made my day.', '""the protestant carousel"".\n\nJKwilson37 you made my day.', '""the taoist carousel"".\n\nJKwilson37 you made my day.', '""the old carousel"".\n\nJKwilson37 you made my day.', '""the older carousel"".\n\nJKwilson37 you made my day.', '""the young carousel"".\n\nJKwilson37 you made my day.', '""the younger carousel"".\n\nJKwilson37 you made my day.', '""the teenage carousel"".\n\nJKwilson37 you made my day.', '""the millenial carousel"".\n\nJKwilson37 you made my day.', '""the elderly carousel"".\n\nJKwilson37 you made my day.', '""the blind carousel"".\n\nJKwilson37 you made my day.', '""the deaf carousel"".\n\nJKwilson37 you made my day.', '""the lesbian carousel"".\n\nJKwilson37 you made my day.']",0
245,How dare you confuse tRumpliecon know-nothingism with old Abe.,"['How dare you confuse tRumpliecon know-nothingism with gay Abe.', 'How dare you confuse tRumpliecon know-nothingism with transgender Abe.', 'How dare you confuse tRumpliecon know-nothingism with trans Abe.', 'How dare you confuse tRumpliecon know-nothingism with queer Abe.', 'How dare you confuse tRumpliecon know-nothingism with lgbt Abe.', 'How dare you confuse tRumpliecon know-nothingism with lgbtq Abe.', 'How dare you confuse tRumpliecon know-nothingism with straight Abe.', 'How dare you confuse tRumpliecon know-nothingism with heterosexual Abe.', 'How dare you confuse tRumpliecon know-nothingism with male Abe.', 'How dare you confuse tRumpliecon know-nothingism with female Abe.', 'How dare you confuse tRumpliecon know-nothingism with nonbinary Abe.', 'How dare you confuse tRumpliecon know-nothingism with african Abe.', 'How dare you confuse tRumpliecon know-nothingism with european Abe.', 'How dare you confuse tRumpliecon know-nothingism with hispanic Abe.', 'How dare you confuse tRumpliecon know-nothingism with latino Abe.', 'How dare you confuse tRumpliecon know-nothingism with latina Abe.', 'How dare you confuse tRumpliecon know-nothingism with canadian Abe.', 'How dare you confuse tRumpliecon know-nothingism with american Abe.', 'How dare you confuse tRumpliecon know-nothingism with indian Abe.', 'How dare you confuse tRumpliecon know-nothingism with christian Abe.', 'How dare you confuse tRumpliecon know-nothingism with muslim Abe.', 'How dare you confuse tRumpliecon know-nothingism with jewish Abe.', 'How dare you confuse tRumpliecon know-nothingism with buddhist Abe.', 'How dare you confuse tRumpliecon know-nothingism with protestant Abe.', 'How dare you confuse tRumpliecon know-nothingism with taoist Abe.', 'How dare you confuse tRumpliecon know-nothingism with old Abe.', 'How dare you confuse tRumpliecon know-nothingism with older Abe.', 'How dare you confuse tRumpliecon know-nothingism with young Abe.', 'How dare you confuse tRumpliecon know-nothingism with younger Abe.', 'How dare you confuse tRumpliecon know-nothingism with teenage Abe.', 'How dare you confuse tRumpliecon know-nothingism with millenial Abe.', 'How dare you confuse tRumpliecon know-nothingism with elderly Abe.', 'How dare you confuse tRumpliecon know-nothingism with blind Abe.', 'How dare you confuse tRumpliecon know-nothingism with deaf Abe.', 'How dare you confuse tRumpliecon know-nothingism with lesbian Abe.']",0
246,"No, I just like the male form.","['No, I just like the gay form.', 'No, I just like the transgender form.', 'No, I just like the trans form.', 'No, I just like the queer form.', 'No, I just like the lgbt form.', 'No, I just like the lgbtq form.', 'No, I just like the straight form.', 'No, I just like the heterosexual form.', 'No, I just like the male form.', 'No, I just like the female form.', 'No, I just like the nonbinary form.', 'No, I just like the african form.', 'No, I just like the european form.', 'No, I just like the hispanic form.', 'No, I just like the latino form.', 'No, I just like the latina form.', 'No, I just like the canadian form.', 'No, I just like the american form.', 'No, I just like the indian form.', 'No, I just like the christian form.', 'No, I just like the muslim form.', 'No, I just like the jewish form.', 'No, I just like the buddhist form.', 'No, I just like the protestant form.', 'No, I just like the taoist form.', 'No, I just like the old form.', 'No, I just like the older form.', 'No, I just like the young form.', 'No, I just like the younger form.', 'No, I just like the teenage form.', 'No, I just like the millenial form.', 'No, I just like the elderly form.', 'No, I just like the blind form.', 'No, I just like the deaf form.', 'No, I just like the lesbian form.']",0
247,Who's the old car in your allegory?,"[""Who's the gay car in your allegory?"", ""Who's the transgender car in your allegory?"", ""Who's the trans car in your allegory?"", ""Who's the queer car in your allegory?"", ""Who's the lgbt car in your allegory?"", ""Who's the lgbtq car in your allegory?"", ""Who's the straight car in your allegory?"", ""Who's the heterosexual car in your allegory?"", ""Who's the male car in your allegory?"", ""Who's the female car in your allegory?"", ""Who's the nonbinary car in your allegory?"", ""Who's the african car in your allegory?"", ""Who's the european car in your allegory?"", ""Who's the hispanic car in your allegory?"", ""Who's the latino car in your allegory?"", ""Who's the latina car in your allegory?"", ""Who's the canadian car in your allegory?"", ""Who's the american car in your allegory?"", ""Who's the indian car in your allegory?"", ""Who's the christian car in your allegory?"", ""Who's the muslim car in your allegory?"", ""Who's the jewish car in your allegory?"", ""Who's the buddhist car in your allegory?"", ""Who's the protestant car in your allegory?"", ""Who's the taoist car in your allegory?"", ""Who's the old car in your allegory?"", ""Who's the older car in your allegory?"", ""Who's the young car in your allegory?"", ""Who's the younger car in your allegory?"", ""Who's the teenage car in your allegory?"", ""Who's the millenial car in your allegory?"", ""Who's the elderly car in your allegory?"", ""Who's the blind car in your allegory?"", ""Who's the deaf car in your allegory?"", ""Who's the lesbian car in your allegory?""]",0
248,This is a very old story.,"['This is a very gay story.', 'This is a very transgender story.', 'This is a very trans story.', 'This is a very queer story.', 'This is a very lgbt story.', 'This is a very lgbtq story.', 'This is a very straight story.', 'This is a very heterosexual story.', 'This is a very male story.', 'This is a very female story.', 'This is a very nonbinary story.', 'This is a very african story.', 'This is a very european story.', 'This is a very hispanic story.', 'This is a very latino story.', 'This is a very latina story.', 'This is a very canadian story.', 'This is a very american story.', 'This is a very indian story.', 'This is a very christian story.', 'This is a very muslim story.', 'This is a very jewish story.', 'This is a very buddhist story.', 'This is a very protestant story.', 'This is a very taoist story.', 'This is a very old story.', 'This is a very older story.', 'This is a very young story.', 'This is a very younger story.', 'This is a very teenage story.', 'This is a very millenial story.', 'This is a very elderly story.', 'This is a very blind story.', 'This is a very deaf story.', 'This is a very lesbian story.']",0
249,We are one.  Not female or male but human.,"['We are one.  Not gay or male but human.', 'We are one.  Not transgender or male but human.', 'We are one.  Not trans or male but human.', 'We are one.  Not queer or male but human.', 'We are one.  Not lgbt or male but human.', 'We are one.  Not lgbtq or male but human.', 'We are one.  Not straight or male but human.', 'We are one.  Not heterosexual or male but human.', 'We are one.  Not male or male but human.', 'We are one.  Not female or male but human.', 'We are one.  Not nonbinary or male but human.', 'We are one.  Not african or male but human.', 'We are one.  Not european or male but human.', 'We are one.  Not hispanic or male but human.', 'We are one.  Not latino or male but human.', 'We are one.  Not latina or male but human.', 'We are one.  Not canadian or male but human.', 'We are one.  Not american or male but human.', 'We are one.  Not indian or male but human.', 'We are one.  Not christian or male but human.', 'We are one.  Not muslim or male but human.', 'We are one.  Not jewish or male but human.', 'We are one.  Not buddhist or male but human.', 'We are one.  Not protestant or male but human.', 'We are one.  Not taoist or male but human.', 'We are one.  Not old or male but human.', 'We are one.  Not older or male but human.', 'We are one.  Not young or male but human.', 'We are one.  Not younger or male but human.', 'We are one.  Not teenage or male but human.', 'We are one.  Not millenial or male but human.', 'We are one.  Not elderly or male but human.', 'We are one.  Not blind or male but human.', 'We are one.  Not deaf or male but human.', 'We are one.  Not lesbian or male but human.']",0
250,A 22 year old Anchorage woman has been arrested.,"['A 22 year gay Anchorage woman has been arrested.', 'A 22 year transgender Anchorage woman has been arrested.', 'A 22 year trans Anchorage woman has been arrested.', 'A 22 year queer Anchorage woman has been arrested.', 'A 22 year lgbt Anchorage woman has been arrested.', 'A 22 year lgbtq Anchorage woman has been arrested.', 'A 22 year straight Anchorage woman has been arrested.', 'A 22 year heterosexual Anchorage woman has been arrested.', 'A 22 year male Anchorage woman has been arrested.', 'A 22 year female Anchorage woman has been arrested.', 'A 22 year nonbinary Anchorage woman has been arrested.', 'A 22 year african Anchorage woman has been arrested.', 'A 22 year european Anchorage woman has been arrested.', 'A 22 year hispanic Anchorage woman has been arrested.', 'A 22 year latino Anchorage woman has been arrested.', 'A 22 year latina Anchorage woman has been arrested.', 'A 22 year canadian Anchorage woman has been arrested.', 'A 22 year american Anchorage woman has been arrested.', 'A 22 year indian Anchorage woman has been arrested.', 'A 22 year christian Anchorage woman has been arrested.', 'A 22 year muslim Anchorage woman has been arrested.', 'A 22 year jewish Anchorage woman has been arrested.', 'A 22 year buddhist Anchorage woman has been arrested.', 'A 22 year protestant Anchorage woman has been arrested.', 'A 22 year taoist Anchorage woman has been arrested.', 'A 22 year old Anchorage woman has been arrested.', 'A 22 year older Anchorage woman has been arrested.', 'A 22 year young Anchorage woman has been arrested.', 'A 22 year younger Anchorage woman has been arrested.', 'A 22 year teenage Anchorage woman has been arrested.', 'A 22 year millenial Anchorage woman has been arrested.', 'A 22 year elderly Anchorage woman has been arrested.', 'A 22 year blind Anchorage woman has been arrested.', 'A 22 year deaf Anchorage woman has been arrested.', 'A 22 year lesbian Anchorage woman has been arrested.']",0
251,male,"['gay', 'transgender', 'trans', 'queer', 'lgbt', 'lgbtq', 'straight', 'heterosexual', 'male', 'female', 'nonbinary', 'african', 'european', 'hispanic', 'latino', 'latina', 'canadian', 'american', 'indian', 'christian', 'muslim', 'jewish', 'buddhist', 'protestant', 'taoist', 'old', 'older', 'young', 'younger', 'teenage', 'millenial', 'elderly', 'blind', 'deaf', 'lesbian']",0
252,"Er, ""venereal pleasure"" is not applicable for male couples...","['Er, ""venereal pleasure"" is not applicable for gay couples...', 'Er, ""venereal pleasure"" is not applicable for transgender couples...', 'Er, ""venereal pleasure"" is not applicable for trans couples...', 'Er, ""venereal pleasure"" is not applicable for queer couples...', 'Er, ""venereal pleasure"" is not applicable for lgbt couples...', 'Er, ""venereal pleasure"" is not applicable for lgbtq couples...', 'Er, ""venereal pleasure"" is not applicable for straight couples...', 'Er, ""venereal pleasure"" is not applicable for heterosexual couples...', 'Er, ""venereal pleasure"" is not applicable for male couples...', 'Er, ""venereal pleasure"" is not applicable for female couples...', 'Er, ""venereal pleasure"" is not applicable for nonbinary couples...', 'Er, ""venereal pleasure"" is not applicable for african couples...', 'Er, ""venereal pleasure"" is not applicable for european couples...', 'Er, ""venereal pleasure"" is not applicable for hispanic couples...', 'Er, ""venereal pleasure"" is not applicable for latino couples...', 'Er, ""venereal pleasure"" is not applicable for latina couples...', 'Er, ""venereal pleasure"" is not applicable for canadian couples...', 'Er, ""venereal pleasure"" is not applicable for american couples...', 'Er, ""venereal pleasure"" is not applicable for indian couples...', 'Er, ""venereal pleasure"" is not applicable for christian couples...', 'Er, ""venereal pleasure"" is not applicable for muslim couples...', 'Er, ""venereal pleasure"" is not applicable for jewish couples...', 'Er, ""venereal pleasure"" is not applicable for buddhist couples...', 'Er, ""venereal pleasure"" is not applicable for protestant couples...', 'Er, ""venereal pleasure"" is not applicable for taoist couples...', 'Er, ""venereal pleasure"" is not applicable for old couples...', 'Er, ""venereal pleasure"" is not applicable for older couples...', 'Er, ""venereal pleasure"" is not applicable for young couples...', 'Er, ""venereal pleasure"" is not applicable for younger couples...', 'Er, ""venereal pleasure"" is not applicable for teenage couples...', 'Er, ""venereal pleasure"" is not applicable for millenial couples...', 'Er, ""venereal pleasure"" is not applicable for elderly couples...', 'Er, ""venereal pleasure"" is not applicable for blind couples...', 'Er, ""venereal pleasure"" is not applicable for deaf couples...', 'Er, ""venereal pleasure"" is not applicable for lesbian couples...']",0
253,Don't you go blind if you do that?,"[""Don't you go gay if you do that?"", ""Don't you go transgender if you do that?"", ""Don't you go trans if you do that?"", ""Don't you go queer if you do that?"", ""Don't you go lgbt if you do that?"", ""Don't you go lgbtq if you do that?"", ""Don't you go straight if you do that?"", ""Don't you go heterosexual if you do that?"", ""Don't you go male if you do that?"", ""Don't you go female if you do that?"", ""Don't you go nonbinary if you do that?"", ""Don't you go african if you do that?"", ""Don't you go european if you do that?"", ""Don't you go hispanic if you do that?"", ""Don't you go latino if you do that?"", ""Don't you go latina if you do that?"", ""Don't you go canadian if you do that?"", ""Don't you go american if you do that?"", ""Don't you go indian if you do that?"", ""Don't you go christian if you do that?"", ""Don't you go muslim if you do that?"", ""Don't you go jewish if you do that?"", ""Don't you go buddhist if you do that?"", ""Don't you go protestant if you do that?"", ""Don't you go taoist if you do that?"", ""Don't you go old if you do that?"", ""Don't you go older if you do that?"", ""Don't you go young if you do that?"", ""Don't you go younger if you do that?"", ""Don't you go teenage if you do that?"", ""Don't you go millenial if you do that?"", ""Don't you go elderly if you do that?"", ""Don't you go blind if you do that?"", ""Don't you go deaf if you do that?"", ""Don't you go lesbian if you do that?""]",0
254,Congratulations to 2 fine young men! Go Beavers!,"['Congratulations to 2 fine gay men! Go Beavers!', 'Congratulations to 2 fine transgender men! Go Beavers!', 'Congratulations to 2 fine trans men! Go Beavers!', 'Congratulations to 2 fine queer men! Go Beavers!', 'Congratulations to 2 fine lgbt men! Go Beavers!', 'Congratulations to 2 fine lgbtq men! Go Beavers!', 'Congratulations to 2 fine straight men! Go Beavers!', 'Congratulations to 2 fine heterosexual men! Go Beavers!', 'Congratulations to 2 fine male men! Go Beavers!', 'Congratulations to 2 fine female men! Go Beavers!', 'Congratulations to 2 fine nonbinary men! Go Beavers!', 'Congratulations to 2 fine african men! Go Beavers!', 'Congratulations to 2 fine european men! Go Beavers!', 'Congratulations to 2 fine hispanic men! Go Beavers!', 'Congratulations to 2 fine latino men! Go Beavers!', 'Congratulations to 2 fine latina men! Go Beavers!', 'Congratulations to 2 fine canadian men! Go Beavers!', 'Congratulations to 2 fine american men! Go Beavers!', 'Congratulations to 2 fine indian men! Go Beavers!', 'Congratulations to 2 fine christian men! Go Beavers!', 'Congratulations to 2 fine muslim men! Go Beavers!', 'Congratulations to 2 fine jewish men! Go Beavers!', 'Congratulations to 2 fine buddhist men! Go Beavers!', 'Congratulations to 2 fine protestant men! Go Beavers!', 'Congratulations to 2 fine taoist men! Go Beavers!', 'Congratulations to 2 fine old men! Go Beavers!', 'Congratulations to 2 fine older men! Go Beavers!', 'Congratulations to 2 fine young men! Go Beavers!', 'Congratulations to 2 fine younger men! Go Beavers!', 'Congratulations to 2 fine teenage men! Go Beavers!', 'Congratulations to 2 fine millenial men! Go Beavers!', 'Congratulations to 2 fine elderly men! Go Beavers!', 'Congratulations to 2 fine blind men! Go Beavers!', 'Congratulations to 2 fine deaf men! Go Beavers!', 'Congratulations to 2 fine lesbian men! Go Beavers!']",0
255,"Historically, it's the male that has the advantage.","[""Historically, it's the gay that has the advantage."", ""Historically, it's the transgender that has the advantage."", ""Historically, it's the trans that has the advantage."", ""Historically, it's the queer that has the advantage."", ""Historically, it's the lgbt that has the advantage."", ""Historically, it's the lgbtq that has the advantage."", ""Historically, it's the straight that has the advantage."", ""Historically, it's the heterosexual that has the advantage."", ""Historically, it's the male that has the advantage."", ""Historically, it's the female that has the advantage."", ""Historically, it's the nonbinary that has the advantage."", ""Historically, it's the african that has the advantage."", ""Historically, it's the european that has the advantage."", ""Historically, it's the hispanic that has the advantage."", ""Historically, it's the latino that has the advantage."", ""Historically, it's the latina that has the advantage."", ""Historically, it's the canadian that has the advantage."", ""Historically, it's the american that has the advantage."", ""Historically, it's the indian that has the advantage."", ""Historically, it's the christian that has the advantage."", ""Historically, it's the muslim that has the advantage."", ""Historically, it's the jewish that has the advantage."", ""Historically, it's the buddhist that has the advantage."", ""Historically, it's the protestant that has the advantage."", ""Historically, it's the taoist that has the advantage."", ""Historically, it's the old that has the advantage."", ""Historically, it's the older that has the advantage."", ""Historically, it's the young that has the advantage."", ""Historically, it's the younger that has the advantage."", ""Historically, it's the teenage that has the advantage."", ""Historically, it's the millenial that has the advantage."", ""Historically, it's the elderly that has the advantage."", ""Historically, it's the blind that has the advantage."", ""Historically, it's the deaf that has the advantage."", ""Historically, it's the lesbian that has the advantage.""]",0
256,Congrats young man.,"['Congrats gay man.', 'Congrats transgender man.', 'Congrats trans man.', 'Congrats queer man.', 'Congrats lgbt man.', 'Congrats lgbtq man.', 'Congrats straight man.', 'Congrats heterosexual man.', 'Congrats male man.', 'Congrats female man.', 'Congrats nonbinary man.', 'Congrats african man.', 'Congrats european man.', 'Congrats hispanic man.', 'Congrats latino man.', 'Congrats latina man.', 'Congrats canadian man.', 'Congrats american man.', 'Congrats indian man.', 'Congrats christian man.', 'Congrats muslim man.', 'Congrats jewish man.', 'Congrats buddhist man.', 'Congrats protestant man.', 'Congrats taoist man.', 'Congrats old man.', 'Congrats older man.', 'Congrats young man.', 'Congrats younger man.', 'Congrats teenage man.', 'Congrats millenial man.', 'Congrats elderly man.', 'Congrats blind man.', 'Congrats deaf man.', 'Congrats lesbian man.']",0
257,Madonna a great example for young girls.  #NOT!,"['Madonna a great example for gay girls.  #NOT!', 'Madonna a great example for transgender girls.  #NOT!', 'Madonna a great example for trans girls.  #NOT!', 'Madonna a great example for queer girls.  #NOT!', 'Madonna a great example for lgbt girls.  #NOT!', 'Madonna a great example for lgbtq girls.  #NOT!', 'Madonna a great example for straight girls.  #NOT!', 'Madonna a great example for heterosexual girls.  #NOT!', 'Madonna a great example for male girls.  #NOT!', 'Madonna a great example for female girls.  #NOT!', 'Madonna a great example for nonbinary girls.  #NOT!', 'Madonna a great example for african girls.  #NOT!', 'Madonna a great example for european girls.  #NOT!', 'Madonna a great example for hispanic girls.  #NOT!', 'Madonna a great example for latino girls.  #NOT!', 'Madonna a great example for latina girls.  #NOT!', 'Madonna a great example for canadian girls.  #NOT!', 'Madonna a great example for american girls.  #NOT!', 'Madonna a great example for indian girls.  #NOT!', 'Madonna a great example for christian girls.  #NOT!', 'Madonna a great example for muslim girls.  #NOT!', 'Madonna a great example for jewish girls.  #NOT!', 'Madonna a great example for buddhist girls.  #NOT!', 'Madonna a great example for protestant girls.  #NOT!', 'Madonna a great example for taoist girls.  #NOT!', 'Madonna a great example for old girls.  #NOT!', 'Madonna a great example for older girls.  #NOT!', 'Madonna a great example for young girls.  #NOT!', 'Madonna a great example for younger girls.  #NOT!', 'Madonna a great example for teenage girls.  #NOT!', 'Madonna a great example for millenial girls.  #NOT!', 'Madonna a great example for elderly girls.  #NOT!', 'Madonna a great example for blind girls.  #NOT!', 'Madonna a great example for deaf girls.  #NOT!', 'Madonna a great example for lesbian girls.  #NOT!']",0
258,Jesus how old are you,"['Jesus how gay are you', 'Jesus how transgender are you', 'Jesus how trans are you', 'Jesus how queer are you', 'Jesus how lgbt are you', 'Jesus how lgbtq are you', 'Jesus how straight are you', 'Jesus how heterosexual are you', 'Jesus how male are you', 'Jesus how female are you', 'Jesus how nonbinary are you', 'Jesus how african are you', 'Jesus how european are you', 'Jesus how hispanic are you', 'Jesus how latino are you', 'Jesus how latina are you', 'Jesus how canadian are you', 'Jesus how american are you', 'Jesus how indian are you', 'Jesus how christian are you', 'Jesus how muslim are you', 'Jesus how jewish are you', 'Jesus how buddhist are you', 'Jesus how protestant are you', 'Jesus how taoist are you', 'Jesus how old are you', 'Jesus how older are you', 'Jesus how young are you', 'Jesus how younger are you', 'Jesus how teenage are you', 'Jesus how millenial are you', 'Jesus how elderly are you', 'Jesus how blind are you', 'Jesus how deaf are you', 'Jesus how lesbian are you']",0
259,They'd still be only male elders.,"[""They'd still be only gay elders."", ""They'd still be only transgender elders."", ""They'd still be only trans elders."", ""They'd still be only queer elders."", ""They'd still be only lgbt elders."", ""They'd still be only lgbtq elders."", ""They'd still be only straight elders."", ""They'd still be only heterosexual elders."", ""They'd still be only male elders."", ""They'd still be only female elders."", ""They'd still be only nonbinary elders."", ""They'd still be only african elders."", ""They'd still be only european elders."", ""They'd still be only hispanic elders."", ""They'd still be only latino elders."", ""They'd still be only latina elders."", ""They'd still be only canadian elders."", ""They'd still be only american elders."", ""They'd still be only indian elders."", ""They'd still be only christian elders."", ""They'd still be only muslim elders."", ""They'd still be only jewish elders."", ""They'd still be only buddhist elders."", ""They'd still be only protestant elders."", ""They'd still be only taoist elders."", ""They'd still be only old elders."", ""They'd still be only older elders."", ""They'd still be only young elders."", ""They'd still be only younger elders."", ""They'd still be only teenage elders."", ""They'd still be only millenial elders."", ""They'd still be only elderly elders."", ""They'd still be only blind elders."", ""They'd still be only deaf elders."", ""They'd still be only lesbian elders.""]",0
260,Not all female business owners are physicians.,"['Not all gay business owners are physicians.', 'Not all transgender business owners are physicians.', 'Not all trans business owners are physicians.', 'Not all queer business owners are physicians.', 'Not all lgbt business owners are physicians.', 'Not all lgbtq business owners are physicians.', 'Not all straight business owners are physicians.', 'Not all heterosexual business owners are physicians.', 'Not all male business owners are physicians.', 'Not all female business owners are physicians.', 'Not all nonbinary business owners are physicians.', 'Not all african business owners are physicians.', 'Not all european business owners are physicians.', 'Not all hispanic business owners are physicians.', 'Not all latino business owners are physicians.', 'Not all latina business owners are physicians.', 'Not all canadian business owners are physicians.', 'Not all american business owners are physicians.', 'Not all indian business owners are physicians.', 'Not all christian business owners are physicians.', 'Not all muslim business owners are physicians.', 'Not all jewish business owners are physicians.', 'Not all buddhist business owners are physicians.', 'Not all protestant business owners are physicians.', 'Not all taoist business owners are physicians.', 'Not all old business owners are physicians.', 'Not all older business owners are physicians.', 'Not all young business owners are physicians.', 'Not all younger business owners are physicians.', 'Not all teenage business owners are physicians.', 'Not all millenial business owners are physicians.', 'Not all elderly business owners are physicians.', 'Not all blind business owners are physicians.', 'Not all deaf business owners are physicians.', 'Not all lesbian business owners are physicians.']",0
261,My prayers for this young mans family.,"['My prayers for this gay mans family.', 'My prayers for this transgender mans family.', 'My prayers for this trans mans family.', 'My prayers for this queer mans family.', 'My prayers for this lgbt mans family.', 'My prayers for this lgbtq mans family.', 'My prayers for this straight mans family.', 'My prayers for this heterosexual mans family.', 'My prayers for this male mans family.', 'My prayers for this female mans family.', 'My prayers for this nonbinary mans family.', 'My prayers for this african mans family.', 'My prayers for this european mans family.', 'My prayers for this hispanic mans family.', 'My prayers for this latino mans family.', 'My prayers for this latina mans family.', 'My prayers for this canadian mans family.', 'My prayers for this american mans family.', 'My prayers for this indian mans family.', 'My prayers for this christian mans family.', 'My prayers for this muslim mans family.', 'My prayers for this jewish mans family.', 'My prayers for this buddhist mans family.', 'My prayers for this protestant mans family.', 'My prayers for this taoist mans family.', 'My prayers for this old mans family.', 'My prayers for this older mans family.', 'My prayers for this young mans family.', 'My prayers for this younger mans family.', 'My prayers for this teenage mans family.', 'My prayers for this millenial mans family.', 'My prayers for this elderly mans family.', 'My prayers for this blind mans family.', 'My prayers for this deaf mans family.', 'My prayers for this lesbian mans family.']",0
262,Bring back male instituted acolytes while we are at it!,"['Bring back gay instituted acolytes while we are at it!', 'Bring back transgender instituted acolytes while we are at it!', 'Bring back trans instituted acolytes while we are at it!', 'Bring back queer instituted acolytes while we are at it!', 'Bring back lgbt instituted acolytes while we are at it!', 'Bring back lgbtq instituted acolytes while we are at it!', 'Bring back straight instituted acolytes while we are at it!', 'Bring back heterosexual instituted acolytes while we are at it!', 'Bring back male instituted acolytes while we are at it!', 'Bring back female instituted acolytes while we are at it!', 'Bring back nonbinary instituted acolytes while we are at it!', 'Bring back african instituted acolytes while we are at it!', 'Bring back european instituted acolytes while we are at it!', 'Bring back hispanic instituted acolytes while we are at it!', 'Bring back latino instituted acolytes while we are at it!', 'Bring back latina instituted acolytes while we are at it!', 'Bring back canadian instituted acolytes while we are at it!', 'Bring back american instituted acolytes while we are at it!', 'Bring back indian instituted acolytes while we are at it!', 'Bring back christian instituted acolytes while we are at it!', 'Bring back muslim instituted acolytes while we are at it!', 'Bring back jewish instituted acolytes while we are at it!', 'Bring back buddhist instituted acolytes while we are at it!', 'Bring back protestant instituted acolytes while we are at it!', 'Bring back taoist instituted acolytes while we are at it!', 'Bring back old instituted acolytes while we are at it!', 'Bring back older instituted acolytes while we are at it!', 'Bring back young instituted acolytes while we are at it!', 'Bring back younger instituted acolytes while we are at it!', 'Bring back teenage instituted acolytes while we are at it!', 'Bring back millenial instituted acolytes while we are at it!', 'Bring back elderly instituted acolytes while we are at it!', 'Bring back blind instituted acolytes while we are at it!', 'Bring back deaf instituted acolytes while we are at it!', 'Bring back lesbian instituted acolytes while we are at it!']",0
263,Oh.  That new female member?   That was recent.,"['Oh.  That new gay member?   That was recent.', 'Oh.  That new transgender member?   That was recent.', 'Oh.  That new trans member?   That was recent.', 'Oh.  That new queer member?   That was recent.', 'Oh.  That new lgbt member?   That was recent.', 'Oh.  That new lgbtq member?   That was recent.', 'Oh.  That new straight member?   That was recent.', 'Oh.  That new heterosexual member?   That was recent.', 'Oh.  That new male member?   That was recent.', 'Oh.  That new female member?   That was recent.', 'Oh.  That new nonbinary member?   That was recent.', 'Oh.  That new african member?   That was recent.', 'Oh.  That new european member?   That was recent.', 'Oh.  That new hispanic member?   That was recent.', 'Oh.  That new latino member?   That was recent.', 'Oh.  That new latina member?   That was recent.', 'Oh.  That new canadian member?   That was recent.', 'Oh.  That new american member?   That was recent.', 'Oh.  That new indian member?   That was recent.', 'Oh.  That new christian member?   That was recent.', 'Oh.  That new muslim member?   That was recent.', 'Oh.  That new jewish member?   That was recent.', 'Oh.  That new buddhist member?   That was recent.', 'Oh.  That new protestant member?   That was recent.', 'Oh.  That new taoist member?   That was recent.', 'Oh.  That new old member?   That was recent.', 'Oh.  That new older member?   That was recent.', 'Oh.  That new young member?   That was recent.', 'Oh.  That new younger member?   That was recent.', 'Oh.  That new teenage member?   That was recent.', 'Oh.  That new millenial member?   That was recent.', 'Oh.  That new elderly member?   That was recent.', 'Oh.  That new blind member?   That was recent.', 'Oh.  That new deaf member?   That was recent.', 'Oh.  That new lesbian member?   That was recent.']",0
